orgao,mes,ds_fonte_recurso,ds_cd_aplicacao_fixo,ds_alinea,ds_subalinea,vl_arrecadacao,cidade,ano
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,263 - EDUCAÇÃO - FUNDEB-REMUNERAÇÃO DE APLICAÇÕES FINANCEIRAS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250102 - RECEITA DE REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS - FUNDEB,"509,57",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"76,67",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,260 - EDUCAÇÃO - FUNDEB - RECURSOS PRÓPRIOS,17240100 - TRANSFERÊNCIA DE RECURSOS DO FUNDO DE MANUTENÇÃO E DESENVOLVIMENTO  DA EDUCAÇÃO BÁSICA E DE VALORIZAÇÃO DOS PROFISSIONAIS DA EDUCAÇÃO - FUNDEB,NA,"83.905,15",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"-8,49",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,320 - SAÚDE - TAXAS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"44,23",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,17219900 - OUTRAS TRANSFERÊNCIAS DA UNIÃO,NA,"327,14",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,11219900 - OUTRAS TAXAS PELO EXERCÍCIO DE PODER DE POLÍCIA,NA,"242,00",parisi,2015
FUNDO MUNICIPAL DE SEGURIDADE SOCIAL - PARISI,Dezembro,03 - RECURSOS PRÓPRIOS DE FUNDOS ESPECIAIS DE DESPESA-VINCULADOS,600 - RPPS - RECURSOS ESPECÍFICOS - OUTRAS FONTES,72102900 - CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO - INTRA-ORÇAMENTÁRIAS,72102901 - CONTRIBUIÇÃO PATRONAL PARA O REGIME PRÓPRIO DE PREVIDÊNCIA - INTRA-ORÇAMENTÁRIAS,"151.343,97",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"-3,92",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"571,49",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,11120400 - IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11120431 - RETIDO NAS FONTES - TRABALHO,"19.515,61",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,19329900 - RECEITA DA DÍVIDA ATIVA NÃO TRIBUTÁRIA DE OUTRAS RECEITAS,19329901 - RECEITA DA DÍVIDA ATIVA NÃO-TRIBUTÁRIA DE OUTRAS RECEITAS - PRINCIPAL,"861,35",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"-4,02",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"381,22",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,17213300 - TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSE FUNDO A FUNDO,NA,"12.168,00",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"-3,06",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,100 - GERAL TOTAL,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"1.439,48",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,"16004200 - SERVIÇOS DE COLETA, TRANSPORTE, TRATAMENTO E DESTINO FINAL DE ESGOTOS",NA,"10.663,21",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,19119900 - MULTAS E JUROS DE MORA DE OUTROS TRIBUTOS,19119901 - MULTAS E JUROS DE MORA DE OUTROS TRIBUTOS,"639,40",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"216,38",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"5,11",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,17220100 - PARTICIPAÇÃO NA RECEITA DOS ESTADOS,17220104 - COTA-PARTE DO IPI SOBRE EXPORTAÇÃO,"1.572,65",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"-2,82",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"-10,82",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"0,10",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,17213400 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE ASSISTÊNCIA SOCIAL - FNAS,NA,"14.850,00",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,"11212500 - TAXA DE LICENÇA PARA FUNCIONAMENTO DE ESTABELECIMENTOS COMERCIAIS, INDÚSTRIAS E PRESTADORAS DE SERVIÇOS",NA,"2.939,78",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,100 - GERAL TOTAL,24729900 - OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS,NA,"170.538,38",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"23,50",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,17210100 - PARTICIPAÇÃO NA RECEITA DA UNIÃO,17210105 - COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,"5.377,92",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,19189900 - OUTRAS MULTAS E JUROS DE MORA,NA,"576,44",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"-9,99",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"16,29",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,17620200 - TRANSFERÊNCIAS CONVÊNIOS DO ESTADO DESTINADAS A PROGRAMAS DE EDUCAÇÃO,NA,"15.860,54",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"-9,21",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,100 - GERAL TOTAL,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"6,79",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,17220100 - PARTICIPAÇÃO NA RECEITA DOS ESTADOS,17220101 - COTA-PARTE DO ICMS,"265.636,88",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,11222100 - TAXAS DE SERVIÇOS CADASTRAIS,NA,"127,61",parisi,2015
FUNDO MUNICIPAL DE SEGURIDADE SOCIAL - PARISI,Dezembro,03 - RECURSOS PRÓPRIOS DE FUNDOS ESPECIAIS DE DESPESA-VINCULADOS,600 - RPPS - RECURSOS ESPECÍFICOS - OUTRAS FONTES,72102900 - CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO - INTRA-ORÇAMENTÁRIAS,72102915 - CONTRIBUIÇÃO PREVIDENCIÁRIA EM REGIME DE PARCELAMENTO DE DÉBITOS - INTRA-ORÇAMENTÁRIAS,"8.267,88",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"-13,07",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"68,05",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,17213300 - TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSE FUNDO A FUNDO,NA,"2.230,00",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,11120400 - IMPOSTO SOBRE A RENDA E PROVENTOS DE QUALQUER NATUREZA,11120434 - RETIDO NAS FONTES - OUTROS RENDIMENTOS,"464,25",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,01 - TESOURO,110 - GERAL,19909900 - OUTRAS RECEITAS,19909999 - OUTRAS RECEITAS,"271,15",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"-13,39",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Dezembro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,100 - GERAL TOTAL,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"240,77",parisi,2015
PREFEITURA MUNICIPAL DE PARISI,Janeiro,01 - TESOURO,110 - GERAL,17210100 - PARTICIPAÇÃO NA RECEITA DA UNIÃO,17210105 - COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,"1.535,70",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,01 - TESOURO,110 - GERAL,17222200 - TRANSFERÊNCIA DE COTA-PARTE DA COMPENSAÇÃO FINANCEIRA (25%),"17222230 - COTA-PARTE ROYALTIES COMPENSAÇÃO FINANCEIRA PELA PRODUÇÃO DE PETRÓLEO - LEI 7.990/89, ART. 9º","560,57",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"22,98",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"14,80",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,01 - TESOURO,110 - GERAL,17213600 - TRANSFERÊNCIA FINANCEIRA DO ICMS - DESONERAÇÃO - L.C. Nº 87-96,NA,"999,51",parisi,2016
FUNDO MUNICIPAL DE SEGURIDADE SOCIAL - PARISI,Janeiro,03 - RECURSOS PRÓPRIOS DE FUNDOS ESPECIAIS DE DESPESA-VINCULADOS,600 - RPPS - RECURSOS ESPECÍFICOS - OUTRAS FONTES,72102900 - CONTRIBUIÇÕES PARA O REGIME PRÓPRIO DE PREVIDÊNCIA DO SERVIDOR PÚBLICO - INTRA-ORÇAMENTÁRIAS,72102901 - CONTRIBUIÇÃO PATRONAL PARA O REGIME PRÓPRIO DE PREVIDÊNCIA - INTRA-ORÇAMENTÁRIAS,"55.539,18",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,01 - TESOURO,310 - SAÚDE - GERAL,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"52,29",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,17213500 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE,17213599 - OUTRAS TRANSFERÊNCIAS DIRETAS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE,"700,00",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,01 - TESOURO,110 - GERAL,19329900 - RECEITA DA DÍVIDA ATIVA NÃO TRIBUTÁRIA DE OUTRAS RECEITAS,19329901 - RECEITA DA DÍVIDA ATIVA NÃO-TRIBUTÁRIA DE OUTRAS RECEITAS - PRINCIPAL,"8.052,73",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,01 - TESOURO,110 - GERAL,11130500 - IMPOSTO SOBRE SERVIÇOS DE QUALQUER NATUREZA,NA,"743,14",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"352,92",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,17629900 - OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DO ESTADO,NA,"2.950,21",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"817,65",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,17213300 - TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSE FUNDO A FUNDO,NA,"6.084,00",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,100 - GERAL TOTAL,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"1.307,89",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,01 - TESOURO,110 - GERAL,16004500 - SERVIÇOS DE PREPARAÇÃO DA TERRA EM PROPRIEDADES PARTICULARES,NA,"1.770,00",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,01 - TESOURO,110 - GERAL,17220100 - PARTICIPAÇÃO NA RECEITA DOS ESTADOS,17220102 - COTA-PARTE DO IPVA,"-12.418,64",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,24729900 - OUTRAS TRANSFERÊNCIAS DE CONVÊNIOS DOS ESTADOS,NA,"250.000,00",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,01 - TESOURO,110 - GERAL,11229900 - OUTRAS TAXAS PELA PRESTAÇÃO DE SERVIÇOS,NA,"283,63",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"40,71",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,17213500 - TRANSFERÊNCIA DE RECURSOS DO FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO - FNDE,17213504 - TRANSFERÊNCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO ESCOLAR - PNATE,"581,12",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,200 - EDUCAÇÃO - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"8,22",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,17213300 - TRANSFERÊNCIA DE RECURSOS DO SISTEMA ÚNICO DE SAÚDE - SUS - REPASSE FUNDO A FUNDO,NA,"22.000,00",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,01 - TESOURO,110 - GERAL,19189900 - OUTRAS MULTAS E JUROS DE MORA,NA,"14,34",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"4,63",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,01 - TESOURO,110 - GERAL,17210100 - PARTICIPAÇÃO NA RECEITA DA UNIÃO,17210105 - COTA-PARTE DO IMPOSTO SOBRE A PROPRIEDADE TERRITORIAL RURAL,"-307,14",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,02 - TRANSFERÊNCIAS E CONVÊNIOS ESTADUAIS-VINCULADOS,300 - SAÚDE - RECURSOS ESPECÍFICOS,17223300 - TRANSFERÊNCIA DE RECURSOS DO ESTADO PARA PROGRAMAS DE SAÚDE - REPASSE FUNDO A FUNDO,NA,"8.400,00",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,05 - TRANSFERÊNCIAS E CONVÊNIOS FEDERAIS-VINCULADOS,500 - ASSISTÊNCIA SOCIAL - RECURSOS ESPECÍFICOS,13250100 - REMUNERAÇÃO DE DEPÓSITOS DE RECURSOS VINCULADOS,13250199 - RECEITA DE REMUNERAÇÃO DE OUTROS DEPÓSITOS BANCÁRIOS DE RECURSOS VINCULADOS,"125,21",parisi,2016
PREFEITURA MUNICIPAL DE PARISI,Janeiro,01 - TESOURO,110 - GERAL,17213600 - TRANSFERÊNCIA FINANCEIRA DO ICMS - DESONERAÇÃO - L.C. Nº 87-96,NA,"-199,90",parisi,2016
